"brand","product","code","category","official_meaning","safe_checks","source_url","publish_date","status","notes"
"Generac","Home Standby Generator","Code 1513","Generator","RPM sensor loss alarm; the controller does not detect a valid RPM signal.","Check basic battery, fuel, and load conditions, clear the alarm once if safe, and contact a dealer if the code persists.","https://support.generac.com/articles/Knowledge/What-Does-It-Mean-When-My-Generator-Displays-an-Error-Code-RPM-Sense-Loss-Code-1501-1505-1511-1515","2026-06-11","ready","Official Generac support article applies to RPM Sensor Loss 1500-1522."
"Generac","Home Standby Generator","Code 1514","Generator","RPM sensor loss alarm; the controller does not detect a valid RPM signal.","Check basic battery, fuel, and load conditions, clear the alarm once if safe, and contact a dealer if the code persists.","https://support.generac.com/articles/Knowledge/What-Does-It-Mean-When-My-Generator-Displays-an-Error-Code-RPM-Sense-Loss-Code-1501-1505-1511-1515","2026-06-11","ready","Official Generac support article applies to RPM Sensor Loss 1500-1522."
"Generac","Home Standby Generator","Code 1515","Generator","RPM sensor loss alarm; the controller does not detect a valid RPM signal.","Check basic battery, fuel, and load conditions, clear the alarm once if safe, and contact a dealer if the code persists.","https://support.generac.com/articles/Knowledge/What-Does-It-Mean-When-My-Generator-Displays-an-Error-Code-RPM-Sense-Loss-Code-1501-1505-1511-1515","2026-06-12","ready","Official Generac support article applies to RPM Sensor Loss 1500-1522."
"Generac","Home Standby Generator","Code 1516","Generator","RPM sensor loss alarm; the controller does not detect a valid RPM signal.","Check basic battery, fuel, and load conditions, clear the alarm once if safe, and contact a dealer if the code persists.","https://support.generac.com/articles/Knowledge/What-Does-It-Mean-When-My-Generator-Displays-an-Error-Code-RPM-Sense-Loss-Code-1501-1505-1511-1515","2026-06-12","ready","Official Generac support article applies to RPM Sensor Loss 1500-1522."
"Generac","Home Standby Generator","Code 1517","Generator","RPM sensor loss alarm; the controller does not detect a valid RPM signal.","Check basic battery, fuel, and load conditions, clear the alarm once if safe, and contact a dealer if the code persists.","https://support.generac.com/articles/Knowledge/What-Does-It-Mean-When-My-Generator-Displays-an-Error-Code-RPM-Sense-Loss-Code-1501-1505-1511-1515","2026-06-12","ready","Official Generac support article applies to RPM Sensor Loss 1500-1522."
"Generac","Home Standby Generator","Code 1518","Generator","RPM sensor loss alarm; the controller does not detect a valid RPM signal.","Check basic battery, fuel, and load conditions, clear the alarm once if safe, and contact a dealer if the code persists.","https://support.generac.com/articles/Knowledge/What-Does-It-Mean-When-My-Generator-Displays-an-Error-Code-RPM-Sense-Loss-Code-1501-1505-1511-1515","2026-06-13","ready","Official Generac support article applies to RPM Sensor Loss 1500-1522."
"Generac","Home Standby Generator","Code 1519","Generator","RPM sensor loss alarm; the controller does not detect a valid RPM signal.","Check basic battery, fuel, and load conditions, clear the alarm once if safe, and contact a dealer if the code persists.","https://support.generac.com/articles/Knowledge/What-Does-It-Mean-When-My-Generator-Displays-an-Error-Code-RPM-Sense-Loss-Code-1501-1505-1511-1515","2026-06-13","ready","Official Generac support article applies to RPM Sensor Loss 1500-1522."
"Generac","Home Standby Generator","Code 1520","Generator","RPM sensor loss alarm; the controller does not detect a valid RPM signal.","Check basic battery, fuel, and load conditions, clear the alarm once if safe, and contact a dealer if the code persists.","https://support.generac.com/articles/Knowledge/What-Does-It-Mean-When-My-Generator-Displays-an-Error-Code-RPM-Sense-Loss-Code-1501-1505-1511-1515","2026-06-13","ready","Official Generac support article applies to RPM Sensor Loss 1500-1522."
"Generac","Home Standby Generator","Code 1521","Generator","RPM sensor loss alarm; the controller does not detect a valid RPM signal.","Check basic battery, fuel, and load conditions, clear the alarm once if safe, and contact a dealer if the code persists.","https://support.generac.com/articles/Knowledge/What-Does-It-Mean-When-My-Generator-Displays-an-Error-Code-RPM-Sense-Loss-Code-1501-1505-1511-1515","2026-06-14","ready","Official Generac support article applies to RPM Sensor Loss 1500-1522."
"Generac","Home Standby Generator","Code 1522","Generator","RPM sensor loss alarm; the controller does not detect a valid RPM signal.","Check basic battery, fuel, and load conditions, clear the alarm once if safe, and contact a dealer if the code persists.","https://support.generac.com/articles/Knowledge/What-Does-It-Mean-When-My-Generator-Displays-an-Error-Code-RPM-Sense-Loss-Code-1501-1505-1511-1515","2026-06-14","ready","Official Generac support article applies to RPM Sensor Loss 1500-1522."
"Generac","Home Standby Generator","Code 1900","Generator","Undervoltage alarm.","Verify fuel source selection, check LP fuel level if applicable, clear the alarm only if safe, and contact service if it returns.","https://support.generac.com/articles/Knowledge/What-Does-It-Mean-When-My-Generator-Displays-an-Error-Code-Undervoltage-Code-1900","2026-06-14","ready","Official Generac support article for Undervoltage 1900."
"Generac","Home Standby Generator","Code 2100","Generator","Overload remove load alarm.","Identify and remove non-essential loads, clear the alarm only if safe, and contact a dealer if load management problems remain.","https://support.generac.com/articles/Knowledge/What-Does-It-Mean-When-My-Generator-Displays-an-Error-Code-Overload-Code-2100","2026-06-15","ready","Official Generac support article applies to Overload 2100-2103."
"Generac","Home Standby Generator","Code 2101","Generator","Overload remove load alarm.","Identify and remove non-essential loads, clear the alarm only if safe, and contact a dealer if load management problems remain.","https://support.generac.com/articles/Knowledge/What-Does-It-Mean-When-My-Generator-Displays-an-Error-Code-Overload-Code-2100","2026-06-15","ready","Official Generac support article applies to Overload 2100-2103."
"Generac","Home Standby Generator","Code 2102","Generator","Overload remove load alarm.","Identify and remove non-essential loads, clear the alarm only if safe, and contact a dealer if load management problems remain.","https://support.generac.com/articles/Knowledge/What-Does-It-Mean-When-My-Generator-Displays-an-Error-Code-Overload-Code-2100","2026-06-15","ready","Official Generac support article applies to Overload 2100-2103."
"Generac","Home Standby Generator","Code 2103","Generator","Overload remove load alarm.","Identify and remove non-essential loads, clear the alarm only if safe, and contact a dealer if load management problems remain.","https://support.generac.com/articles/Knowledge/What-Does-It-Mean-When-My-Generator-Displays-an-Error-Code-Overload-Code-2100","2026-06-16","ready","Official Generac support article applies to Overload 2100-2103."
"Generac","Home Standby Generator","Code 2400","Generator","Fuse problem alarm; controller fuse is missing or blown.","Do not service internal wiring; check only owner-accessible obvious conditions and contact a Generac dealer if the code remains.","https://support.generac.com/articles/Knowledge/What-Does-It-Mean-When-My-Generator-Displays-an-Error-Code-Fuse-Problem-Code-2400","2026-06-16","ready","Official Generac support article for Fuse Problem 2400."
"Generac","Home Standby Generator","Code 2750","Generator","Low battery alarm.","Check basic battery age and visible cable condition, clear the alarm only if safe, and contact service if charging or battery issues remain.","https://support.generac.com/articles/Knowledge/What-Does-It-Mean-When-My-Generator-Displays-an-Error-Code-Low-Battery-Code-2750","2026-06-16","ready","Official Generac support article for Low Battery 2750."
"Generac","Home Standby Generator","Code 2770","Generator","Battery charger warning; battery is not charging properly.","Do not modify internal wiring; verify obvious battery condition and contact a dealer if charging warning remains.","https://support.generac.com/articles/Knowledge/What-does-it-mean-when-my-generator-displays-an-alarm-Charger-Problem-Error-code","2026-06-17","ready","Official Generac support article for Charger Warning 2770."
"Generac","Home Standby Generator","Code 2800","Generator","Auxiliary shutdown alarm.","Check whether the emergency shutdown switch has been activated, reset only as instructed by the manual, and contact a dealer if it returns.","https://support.generac.com/articles/Knowledge/Where-can-I-find-a-list-of-error-codes-for-my-generator","2026-06-17","ready","Official Generac support list identifies Auxiliary Shutdown 2800."
"Eppendorf","Centrifuge 5702","Er 15/Inb","Laboratory Centrifuge","Rotor is loaded asymmetrically and the centrifuge switches off without braking.","Stop the run, load the rotor symmetrically, confirm matching tubes and balance, then repeat the run.","https://www.eppendorf.com/product-media/doc/en/327547/Centrifugation_Operating-manual_Centrifuge-5702-5702-R-5702-RH.pdf","2026-06-17","ready","Official Eppendorf operating manual."
"Pfeiffer Vacuum","Turbopump","Err006","Vacuum Pump","Run-up fault.","Check recipient for leakage and closed valves, then contact qualified vacuum service if the run-up fault remains.","https://www.pfeiffer-vacuum.com/api/empolis/resource/environment/project1_p/documents/pfeifferSharepointProd/600-pt0452ben_c.pdf","2026-06-18","ready","Official Pfeiffer Vacuum operating instructions."
"Pfeiffer Vacuum","Turbopump","Err007","Vacuum Pump","Insufficient operating materials.","Check operating materials only as permitted by the manual and acknowledge only when rotational speed is zero.","https://www.pfeiffer-vacuum.com/api/empolis/resource/environment/project1_p/documents/pfeifferSharepointProd/600-pt0452ben_c.pdf","2026-06-18","ready","Official Pfeiffer Vacuum operating instructions."
"Pfeiffer Vacuum","Turbopump","Err008","Vacuum Pump","Connection from electronic drive unit to pump faulty.","Check external connections only with the unit safely powered down and contact service if the error remains.","https://www.pfeiffer-vacuum.com/api/empolis/resource/environment/project1_p/documents/pfeifferSharepointProd/600-pt0452ben_c.pdf","2026-06-18","ready","Official Pfeiffer Vacuum operating instructions."
"Pfeiffer Vacuum","Turbopump","Err010","Vacuum Pump","Internal device error.","Stop operation and contact Pfeiffer Vacuum service.","https://www.pfeiffer-vacuum.com/api/empolis/resource/environment/project1_p/documents/pfeifferSharepointProd/600-pt0452ben_c.pdf","2026-06-19","ready","Official Pfeiffer Vacuum operating instructions."
"Pfeiffer Vacuum","Turbopump","Err021","Vacuum Pump","Drive electronics do not detect the pump.","Stop operation and contact Pfeiffer Vacuum service.","https://www.pfeiffer-vacuum.com/api/empolis/resource/environment/project1_p/documents/pfeifferSharepointProd/600-pt0452ben_c.pdf","2026-06-19","ready","Official Pfeiffer Vacuum operating instructions."
"Pfeiffer Vacuum","Turbopump","Err037","Vacuum Pump","Internal device or drive electronics fault.","Stop operation and contact Pfeiffer Vacuum service.","https://www.pfeiffer-vacuum.com/api/empolis/resource/environment/project1_p/documents/pfeifferSharepointProd/600-pt0452ben_c.pdf","2026-06-19","ready","Official Pfeiffer Vacuum operating instructions."
"Pfeiffer Vacuum","Turbopump","Err041","Vacuum Pump","Drive fault.","Stop operation and contact Pfeiffer Vacuum service.","https://www.pfeiffer-vacuum.com/api/empolis/resource/environment/project1_p/documents/pfeifferSharepointProd/600-pt0452ben_c.pdf","2026-06-20","ready","Official Pfeiffer Vacuum operating instructions."
"Pfeiffer Vacuum","Turbopump","Err043","Vacuum Pump","Internal configuration error.","Stop operation and contact Pfeiffer Vacuum service.","https://www.pfeiffer-vacuum.com/api/empolis/resource/environment/project1_p/documents/pfeifferSharepointProd/600-pt0452ben_c.pdf","2026-06-20","ready","Official Pfeiffer Vacuum operating instructions."
"Pfeiffer Vacuum","Turbopump","Err044","Vacuum Pump","Excess temperature, electronics.","Improve cooling and check operating conditions before restarting.","https://www.pfeiffer-vacuum.com/api/empolis/resource/environment/project1_p/documents/pfeifferSharepointProd/600-pt0452ben_c.pdf","2026-06-20","ready","Official Pfeiffer Vacuum operating instructions."
"Pfeiffer Vacuum","Turbopump","Err045","Vacuum Pump","Excess temperature, motor or pump lower part.","Improve cooling, check operating conditions, and stop if the fault returns.","https://www.pfeiffer-vacuum.com/api/empolis/resource/environment/project1_p/documents/pfeifferSharepointProd/600-pt0452ben_c.pdf","2026-06-21","ready","Official Pfeiffer Vacuum operating instructions."
"Pfeiffer Vacuum","Turbopump","Err046","Vacuum Pump","Internal initialization error.","Stop operation and contact Pfeiffer Vacuum service.","https://www.pfeiffer-vacuum.com/api/empolis/resource/environment/project1_p/documents/pfeifferSharepointProd/600-pt0452ben_c.pdf","2026-06-21","ready","Official Pfeiffer Vacuum operating instructions."
"Pfeiffer Vacuum","Turbopump","Err098","Vacuum Pump","Internal communication error.","Stop operation and contact Pfeiffer Vacuum service.","https://www.pfeiffer-vacuum.com/api/empolis/resource/environment/project1_p/documents/pfeifferSharepointProd/600-pt0452ben_c.pdf","2026-06-21","ready","Official Pfeiffer Vacuum operating instructions."
"Pfeiffer Vacuum","Turbopump","Err621","Vacuum Pump","Electronic drive unit does not detect the turbopump.","Check external connections only when safe and contact Pfeiffer Vacuum service if unresolved.","https://www.pfeiffer-vacuum.com/api/empolis/resource/environment/project1_p/documents/pfeifferSharepointProd/600-pt0452ben_c.pdf","2026-06-22","ready","Official Pfeiffer Vacuum operating instructions."
"Seakeeper","Marine Gyro Stabilizer","Code 78","Marine Stabilizer","Brake valve fault.","Stop using the system and contact a certified Seakeeper dealer for hydraulic valve troubleshooting.","https://www.seakeeper.com/wp-content/uploads/2024/10/SWI-106-8-Seakeeper-Troubleshooting-Guide-07OCT2024.pdf","2026-06-22","ready","Official Seakeeper troubleshooting guide."
"Seakeeper","Marine Gyro Stabilizer","Code 79","Marine Stabilizer","Valve 3 fault.","Stop using the system and contact a certified Seakeeper dealer.","https://www.seakeeper.com/wp-content/uploads/2024/10/SWI-106-8-Seakeeper-Troubleshooting-Guide-07OCT2024.pdf","2026-06-22","ready","Official Seakeeper troubleshooting guide."
"Seakeeper","Marine Gyro Stabilizer","Code 80","Marine Stabilizer","Valve 4 fault.","Stop using the system and contact a certified Seakeeper dealer.","https://www.seakeeper.com/wp-content/uploads/2024/10/SWI-106-8-Seakeeper-Troubleshooting-Guide-07OCT2024.pdf","2026-06-23","ready","Official Seakeeper troubleshooting guide."
"Seakeeper","Marine Gyro Stabilizer","Code 85","Marine Stabilizer","Drive software fault.","Stop operation and contact a certified Seakeeper dealer; do not attempt MDB repair.","https://www.seakeeper.com/wp-content/uploads/2023/11/SWI-206-1-Seakeeper-Troubleshooting-Guide-27OCT2023.pdf","2026-06-23","ready","Official Seakeeper troubleshooting guide."
"Seakeeper","Marine Gyro Stabilizer","Code 86","Marine Stabilizer","Drive memory fault.","Stop operation and contact a certified Seakeeper dealer; do not attempt MDB repair.","https://www.seakeeper.com/wp-content/uploads/2023/11/SWI-206-1-Seakeeper-Troubleshooting-Guide-27OCT2023.pdf","2026-06-23","ready","Official Seakeeper troubleshooting guide."
"Seakeeper","Marine Gyro Stabilizer","Code 87","Marine Stabilizer","Drive configuration incorrect.","Stop operation and contact a certified Seakeeper dealer.","https://www.seakeeper.com/wp-content/uploads/2023/11/SWI-206-1-Seakeeper-Troubleshooting-Guide-27OCT2023.pdf","2026-06-24","ready","Official Seakeeper troubleshooting guide."
"Seakeeper","Marine Gyro Stabilizer","Code 88","Marine Stabilizer","Drive wiring fault.","Check only visible external wiring condition and contact a certified Seakeeper dealer.","https://www.seakeeper.com/wp-content/uploads/2023/11/SWI-206-1-Seakeeper-Troubleshooting-Guide-27OCT2023.pdf","2026-06-24","ready","Official Seakeeper troubleshooting guide."
"Seakeeper","Marine Gyro Stabilizer","Code 89","Marine Stabilizer","Drive motor control fault.","Stop operation and contact a certified Seakeeper dealer.","https://www.seakeeper.com/wp-content/uploads/2023/11/SWI-206-1-Seakeeper-Troubleshooting-Guide-27OCT2023.pdf","2026-06-24","ready","Official Seakeeper troubleshooting guide."
"Seakeeper","Marine Gyro Stabilizer","Code 90","Marine Stabilizer","Motor fault.","Stop operation and contact a certified Seakeeper dealer.","https://www.seakeeper.com/wp-content/uploads/2023/11/SWI-206-1-Seakeeper-Troubleshooting-Guide-27OCT2023.pdf","2026-06-25","ready","Official Seakeeper troubleshooting guide."
"Seakeeper","Marine Gyro Stabilizer","Code 91","Marine Stabilizer","Drive hardware incompatible.","Stop operation and contact a certified Seakeeper dealer.","https://www.seakeeper.com/wp-content/uploads/2023/11/SWI-206-1-Seakeeper-Troubleshooting-Guide-27OCT2023.pdf","2026-06-25","ready","Official Seakeeper troubleshooting guide."
"Seakeeper","Marine Gyro Stabilizer","Code 92","Marine Stabilizer","Drive MOSFET fault.","Stop operation and contact a certified Seakeeper dealer; MDB replacement may be required.","https://www.seakeeper.com/wp-content/uploads/2023/11/SWI-206-1-Seakeeper-Troubleshooting-Guide-27OCT2023.pdf","2026-06-25","ready","Official Seakeeper troubleshooting guide."
"Seakeeper","Marine Gyro Stabilizer","Code 93","Marine Stabilizer","Drive IGBT fault.","Stop operation and contact a certified Seakeeper dealer; MDB replacement may be required.","https://www.seakeeper.com/wp-content/uploads/2023/11/SWI-206-1-Seakeeper-Troubleshooting-Guide-27OCT2023.pdf","2026-06-26","ready","Official Seakeeper troubleshooting guide."
"Seakeeper","Marine Gyro Stabilizer","Fault 554","Marine Stabilizer","GPS and NMEA fault.","Check whether the boat has valid GPS/NMEA data and inspect only owner-accessible network connections.","https://manuals.seakeeper.com/ride/seakeeper-ride-troubleshooting-guide/fault-555-554-gps/","2026-06-26","ready","Official Seakeeper troubleshooting guide."
"Seakeeper","Marine Gyro Stabilizer","Fault 555","Marine Stabilizer","Loss of GPS fix.","Confirm the GPS antenna has a clear view of the sky and verify GPS fix status on the MFD.","https://manuals.seakeeper.com/ride/seakeeper-ride-troubleshooting-guide/fault-555-554-gps/","2026-06-26","ready","Official Seakeeper troubleshooting guide."
"Navien","Condensing Boiler","E001","Commercial Boiler","Heat exchanger over temperature.","Let the unit cool, check water pressure and flow basics, and contact technical support if the code returns.","https://www.navien.com.mx/wp-content/uploads/2025/10/Manual-de-Usuario-NFB-C.pdf","2026-06-27","ready","Official Navien user information manual error code table."
"Navien","Condensing Boiler","E003","Commercial Boiler","Ignition failure.","Check that the main gas valve is open, verify gas supply basics, and stop if ignition fails again.","https://www.navien.com.mx/wp-content/uploads/2025/10/Manual-de-Usuario-NFB-C.pdf","2026-06-27","ready","Official Navien user information manual error code table."
"Navien","Condensing Boiler","E004","Commercial Boiler","False flame detection.","Stop operation, do not attempt burner service, and contact technical support if the code remains.","https://www.navien.com.mx/wp-content/uploads/2025/10/Manual-de-Usuario-NFB-C.pdf","2026-06-27","ready","Official Navien user information manual error code table."
"Navien","Condensing Boiler","E012","Commercial Boiler","Flame loss.","Check gas supply, venting basics, and condensate trap condition only if owner-accessible.","https://www.navien.com.mx/wp-content/uploads/2025/10/Manual-de-Usuario-NFB-C.pdf","2026-06-28","ready","Official Navien user information manual error code table."
"Navien","Condensing Boiler","E016","Commercial Boiler","Heat exchanger overheat.","Turn the system off, allow it to cool, check filters and flow basics, and restart only if safe.","https://www.navien.com.mx/wp-content/uploads/2025/10/Manual-de-Usuario-NFB-C.pdf","2026-06-28","ready","Official Navien user information manual error code table."
"Navien","Condensing Boiler","E030","Commercial Boiler","Abnormal operation: exhaust temperature.","Check for obvious vent blockage and stop operation if the code returns.","https://www.navien.com.mx/wp-content/uploads/2025/10/Manual-de-Usuario-NFB-C.pdf","2026-06-28","ready","Official Navien user information manual error code table."
"Navien","Condensing Boiler","E031","Commercial Boiler","Burner overheating.","Stop operation, allow the unit to cool, and contact technical support if the code remains.","https://www.navien.com.mx/wp-content/uploads/2025/10/Manual-de-Usuario-NFB-C.pdf","2026-06-29","ready","Official Navien user information manual error code table."
"Navien","Condensing Boiler","E046","Commercial Boiler","Abnormal operation: heat exchanger overheating sensor.","Do not bypass sensors; power cycle once if safe and contact support if the code returns.","https://www.navien.com.mx/wp-content/uploads/2025/10/Manual-de-Usuario-NFB-C.pdf","2026-06-29","ready","Official Navien user information manual error code table."
"Navien","Condensing Boiler","E047","Commercial Boiler","Abnormal operation: exhaust thermostat.","Check for obvious vent blockage and contact support if the alarm returns.","https://www.navien.com.mx/wp-content/uploads/2025/10/Manual-de-Usuario-NFB-C.pdf","2026-06-29","ready","Official Navien user information manual error code table."
"Navien","Condensing Boiler","E060","Commercial Boiler","Abnormal operation: dual venturi.","Stop operation and contact technical support; do not adjust combustion components.","https://www.navien.com.mx/wp-content/uploads/2025/10/Manual-de-Usuario-NFB-C.pdf","2026-06-30","ready","Official Navien user information manual error code table."
"Navien","Condensing Boiler","E109","Commercial Boiler","Abnormal operation: fan motor.","Check for obvious intake or exhaust blockage and contact support if the code returns.","https://www.navien.com.mx/wp-content/uploads/2025/10/Manual-de-Usuario-NFB-C.pdf","2026-06-30","ready","Official Navien user information manual error code table."
"Navien","Condensing Boiler","E110","Commercial Boiler","Exhaust vent closed.","Check that the exhaust vent is not blocked and stop operation if venting cannot be confirmed safe.","https://www.navien.com.mx/wp-content/uploads/2025/10/Manual-de-Usuario-NFB-C.pdf","2026-06-30","ready","Official Navien user information manual error code table."
"Navien","Condensing Boiler","E127","Commercial Boiler","Abnormal operation: APS.","Check for obvious air intake or exhaust restrictions and contact technical support if the code returns.","https://www.navien.com.mx/wp-content/uploads/2025/10/Manual-de-Usuario-NFB-C.pdf","2026-07-01","ready","Official Navien user information manual error code table."
"Navien","Condensing Boiler","E205","Commercial Boiler","Abnormal operation: heating supply thermistor.","Do not service wiring; record the code and contact technical support if it returns.","https://www.navien.com.mx/wp-content/uploads/2025/10/Manual-de-Usuario-NFB-C.pdf","2026-07-01","ready","Official Navien user information manual error code table."
"Navien","Condensing Boiler","E218","Commercial Boiler","Abnormal operation: heating return thermistor.","Record the code, power cycle once if safe, and contact technical support if it returns.","https://www.navien.com.mx/wp-content/uploads/2025/10/Manual-de-Usuario-NFB-C.pdf","2026-07-01","ready","Official Navien user information manual error code table."
"Navien","Condensing Boiler","E278","Commercial Boiler","Abnormal operation: system supply thermistor.","Record the code and contact technical support if the alarm remains.","https://www.navien.com.mx/wp-content/uploads/2025/10/Manual-de-Usuario-NFB-C.pdf","2026-07-02","ready","Official Navien user information manual error code table."
"Navien","Condensing Boiler","E279","Commercial Boiler","Abnormal operation: system return thermistor.","Record the code and contact technical support if the alarm remains.","https://www.navien.com.mx/wp-content/uploads/2025/10/Manual-de-Usuario-NFB-C.pdf","2026-07-02","ready","Official Navien user information manual error code table."
"Navien","Condensing Boiler","E291","Commercial Boiler","Supply/Return inversion limit.","Do not alter piping; record the code and contact a qualified technician.","https://www.navien.com.mx/wp-content/uploads/2025/10/Manual-de-Usuario-NFB-C.pdf","2026-07-02","ready","Official Navien user information manual error code table."
"Navien","Condensing Boiler","E302","Commercial Boiler","Low water pressure.","Check the system pressure display and owner-accessible fill basics; contact service if pressure does not recover.","https://www.navien.com.mx/wp-content/uploads/2025/10/Manual-de-Usuario-NFB-C.pdf","2026-07-03","ready","Official Navien user information manual error code table."
"Navien","Condensing Boiler","E352","Commercial Boiler","High water pressure.","Stop operation if pressure is unsafe and contact service; do not open relief or service valves unless instructed.","https://www.navien.com.mx/wp-content/uploads/2025/10/Manual-de-Usuario-NFB-C.pdf","2026-07-03","ready","Official Navien user information manual error code table."
"Navien","Condensing Boiler","E353","Commercial Boiler","Abnormal operation: water pressure sensor.","Record the code, power cycle once if safe, and contact support if it returns.","https://www.navien.com.mx/wp-content/uploads/2025/10/Manual-de-Usuario-NFB-C.pdf","2026-07-03","ready","Official Navien user information manual error code table."
"Navien","Condensing Boiler","E480","Commercial Boiler","Abnormal operation: DHW tank temperature sensor.","Record the code and contact technical support if the alarm remains.","https://www.navien.com.mx/wp-content/uploads/2025/10/Manual-de-Usuario-NFB-C.pdf","2026-07-04","ready","Official Navien user information manual error code table."
"Navien","Condensing Boiler","E515","Commercial Boiler","Abnormal operation: PCB component.","Stop operation and contact technical support; do not attempt board repair.","https://www.navien.com.mx/wp-content/uploads/2025/10/Manual-de-Usuario-NFB-C.pdf","2026-07-04","ready","Official Navien user information manual error code table."
"Navien","Condensing Boiler","E517","Commercial Boiler","Abnormal operation: DIP switch setting (PCB).","Do not change DIP switches; contact technical support.","https://www.navien.com.mx/wp-content/uploads/2025/10/Manual-de-Usuario-NFB-C.pdf","2026-07-04","ready","Official Navien user information manual error code table."
"Navien","Condensing Boiler","E594","Commercial Boiler","Abnormal operation: EEPROM (PCB).","Stop operation and contact technical support.","https://www.navien.com.mx/wp-content/uploads/2025/10/Manual-de-Usuario-NFB-C.pdf","2026-07-05","ready","Official Navien user information manual error code table."
"Navien","Condensing Boiler","E615","Commercial Boiler","Abnormal operation: MCU.","Stop operation and contact technical support.","https://www.navien.com.mx/wp-content/uploads/2025/10/Manual-de-Usuario-NFB-C.pdf","2026-07-05","ready","Official Navien user information manual error code table."
"Navien","Condensing Boiler","E736","Commercial Boiler","Abnormal operation: Cascade communication.","Check only owner-accessible communication connections and contact support if unresolved.","https://www.navien.com.mx/wp-content/uploads/2025/10/Manual-de-Usuario-NFB-C.pdf","2026-07-05","ready","Official Navien user information manual error code table."
"Navien","Condensing Boiler","E740","Commercial Boiler","Abnormal operation: outdoor temperature sensor.","Record the code and contact support if the alarm remains.","https://www.navien.com.mx/wp-content/uploads/2025/10/Manual-de-Usuario-NFB-C.pdf","2026-07-06","ready","Official Navien user information manual error code table."
"Navien","Condensing Boiler","E765","Commercial Boiler","Abnormal external-pump.","Check owner-accessible pump power and settings only; contact service if the alarm remains.","https://www.navien.com.mx/wp-content/uploads/2025/10/Manual-de-Usuario-NFB-C.pdf","2026-07-06","ready","Official Navien user information manual error code table."
"Navien","Condensing Boiler","E774","Commercial Boiler","Manual reset limit.","Stop repeated resets and contact technical support.","https://www.navien.com.mx/wp-content/uploads/2025/10/Manual-de-Usuario-NFB-C.pdf","2026-07-06","ready","Official Navien user information manual error code table."
"Navien","Condensing Boiler","E775","Commercial Boiler","Auto reset limit.","Stop operation and contact technical support if the limit is reached.","https://www.navien.com.mx/wp-content/uploads/2025/10/Manual-de-Usuario-NFB-C.pdf","2026-07-07","ready","Official Navien user information manual error code table."
"Navien","Condensing Boiler","E777","Commercial Boiler","Abnormal operation: LWCO limit (external device).","Check water level/pressure basics and contact service if the LWCO limit remains.","https://www.navien.com.mx/wp-content/uploads/2025/10/Manual-de-Usuario-NFB-C.pdf","2026-07-07","ready","Official Navien user information manual error code table."
"Navien","Condensing Boiler","E782","Commercial Boiler","Abnormal operation: boiler communication.","Record the code and contact technical support.","https://www.navien.com.mx/wp-content/uploads/2025/10/Manual-de-Usuario-NFB-C.pdf","2026-07-07","ready","Official Navien user information manual error code table."
"Navien","Condensing Boiler","E784","Commercial Boiler","Abnormal operation: zone controller communication.","Check only owner-accessible controller connections and contact support if unresolved.","https://www.navien.com.mx/wp-content/uploads/2025/10/Manual-de-Usuario-NFB-C.pdf","2026-07-08","ready","Official Navien user information manual error code table."
"Thermo King","Truck/Trailer Refrigeration Unit","Alarm 118","Transport Refrigeration","Auto Switch from Electric to Diesel","Normal operation – does not affect performance.","https://www.thermoking.com/na/en/alarm-codes.html","2026-07-08","ready","Official Thermo King truck, trailer, CR, DAS and DSR alarm code page."
"Thermo King","Truck/Trailer Refrigeration Unit","Alarm 120","Transport Refrigeration","Check Alternator Excite Circuit","If unit is shut down repair immediately. Otherwise, report alarm at end of day.","https://www.thermoking.com/na/en/alarm-codes.html","2026-07-08","ready","Official Thermo King truck, trailer, CR, DAS and DSR alarm code page."
"Thermo King","Truck/Trailer Refrigeration Unit","Alarm 121","Transport Refrigeration","Check PMW Liquid Injection Circuit","If unit is shut down repair immediately. Otherwise, report alarm at end of day.","https://www.thermoking.com/na/en/alarm-codes.html","2026-07-09","ready","Official Thermo King truck, trailer, CR, DAS and DSR alarm code page."
"Thermo King","Truck/Trailer Refrigeration Unit","Alarm 122","Transport Refrigeration","Check Diesel/Electric Circuit","If unit is shut down repair immediately. Otherwise, report alarm at end of day.","https://www.thermoking.com/na/en/alarm-codes.html","2026-07-09","ready","Official Thermo King truck, trailer, CR, DAS and DSR alarm code page."
"Thermo King","Truck/Trailer Refrigeration Unit","Alarm 123","Transport Refrigeration","Check Evap Coil Inlet Temp Sensor (CR)","Manually monitor temperature. Report alarm at end of day.","https://www.thermoking.com/na/en/alarm-codes.html","2026-07-09","ready","Official Thermo King truck, trailer, CR, DAS and DSR alarm code page."
"Thermo King","Truck/Trailer Refrigeration Unit","Alarm 124","Transport Refrigeration","Check Evap Coil Outlet Temp Sensor (CR)","Report alarm at end of day.","https://www.thermoking.com/na/en/alarm-codes.html","2026-07-10","ready","Official Thermo King truck, trailer, CR, DAS and DSR alarm code page."
"Thermo King","Truck/Trailer Refrigeration Unit","Alarm 125","Transport Refrigeration","Check Tank Level Sensor (CR)","If unit is shut down repair immediately. Otherwise, report alarm at end of day.","https://www.thermoking.com/na/en/alarm-codes.html","2026-07-10","ready","Official Thermo King truck, trailer, CR, DAS and DSR alarm code page."
